,RN,CCTVID,CCTVNAME,CENTERNAME,XCOORD,YCOORD,URL
4371,4375,E900183,[국도1호선]해전교차로,국가교통정보센터(국도),127.0496213,35.8975322,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900183&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25ED%2595%25B4%25EC%25A0%2584%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=9516//QGgxF++U8HwFxQTtq3jaCptFJcbmhoUdJaA6zL2Px927ygjApsupQzupQ560eOyMqNSATCvB5zABS2Evzc3JUt7Il5oEFpDgUOpIW3puqw=&cctvpasswd=null&cctvport=null
4372,4355,E901136,[국도20호선]검단산업단지,국가교통정보센터(국도),126.98157,35.70029,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901136&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258420%25ED%2598%25B8%25EC%2584%25A0%255D%25EA%25B2%2580%25EB%258B%25A8%25EC%2582%25B0%25EC%2597%2585%25EB%258B%25A8%25EC%25A7%2580&kind=Z2&cctvip=null&cctvch=null&id=71187/0D7hyc9T/7XiXmQFPbPbpGhehld2FMsQf0lWtiJK9Xt3v9gIaxKKmNsicSk2RAtOpCGi9Duxw47FXlgEv1djW/BvulgdPBDPZ11xhjiYh/g=&cctvpasswd=null&cctvport=null
4373,4356,E901137,[국도20호선]왕신교차로,국가교통정보센터(국도),126.884,35.61588,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901137&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258420%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%2599%2595%25EC%258B%25A0%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=75062/wi4oZNUTHgUgu75JAP2r2BBTURklmnUZbD9VKxGWRCl3oQFMqR/ZWKVG2CvR8zXCpEL7oB7o/yNF6/wK0F6+//b9TbEDGq22l8XHTXxJteQ=&cctvpasswd=null&cctvport=null
4374,4368,E901138,[국도20호선]우복교차로,국가교통정보센터(국도),126.79191,37.769077,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901138&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258420%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%259A%25B0%25EB%25B3%25B5%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=75063/aytgrgCH4so8an21cp8fvmb98tI8Tf5trdn0A6G53woBtWp31eb7t9VI5taYK0b/EtO6L3Z/oTovpDK85BAbHRtG2drPXF726waUV4t4mMQ=&cctvpasswd=null&cctvport=null
4375,4370,E901139,[국도20호선]현곡교차로,국가교통정보센터(국도),126.78869,37.854095,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901139&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258420%25ED%2598%25B8%25EC%2584%25A0%255D%25ED%2598%2584%25EA%25B3%25A1%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=75061/H3F6MBdgTe9xtJz0L+IqqXEFeUbAEeqQRiAII9BTbuIkERDaDYBfhDO0VU6EMP2tUPDrQF5kocST3HO0xIUnoG+dO6fervysIWFBN2gYujE=&cctvpasswd=null&cctvport=null
4376,4371,E901140,[국도21]아산남동교차로,국가교통정보센터(국도),126.804886,37.747223,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901140&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%255D%25EC%2595%2584%25EC%2582%25B0%25EB%2582%25A8%25EB%258F%2599%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=4865/AceqKxrku+WHi41j2n62PG+WgRfVxY5IT+dP2WaM9ynxPwJg7xqkeuTSvP0ZKBnFlHqygzr7by+2AnGJqmpxyam0UgvNf3Eeqhs7vXIFoCw=&cctvpasswd=null&cctvport=null
4377,4381,E900184,[국도21호선]고덕터널1,국가교통정보센터(국도),127.1717,35.75261,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900184&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EA%25B3%25A0%25EB%258D%2595%25ED%2584%25B0%25EB%2584%25901&kind=Z2&cctvip=null&cctvch=null&id=9531/M1N8tDXlVLCy9mbD966M3lFYqS/QtfKWLemndDRyScSryobrc2zz1wCbkq0Jq7VQURlCqRUxyvtKECklKil5oUb0Wj7CN2ENqjlsv6HdTmM=&cctvpasswd=null&cctvport=null
4378,4382,E900185,[국도21호선]공덕대교,국가교통정보센터(국도),126.868247,35.91111,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900185&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EA%25B3%25B5%25EB%258D%2595%25EB%258C%2580%25EA%25B5%2590&kind=Z2&cctvip=null&cctvch=null&id=9311/0Y8AgmsuEn3aOZ+g3OXkUE0Ndl/B8rNWTcbjw3odCcGdm1DMYVdXO504FO1yEGQpYAEyV324VNBeBs/22B4xeRxqWs4yP9AlBHr2f2Em8Y0=&cctvpasswd=null&cctvport=null
4379,4373,E901141,[국도21호선]구림면운북리,국가교통정보센터(국도),127.06629,37.124855,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901141&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EA%25B5%25AC%25EB%25A6%25BC%25EB%25A9%25B4%25EC%259A%25B4%25EB%25B6%2581%25EB%25A6%25AC&kind=Z2&cctvip=null&cctvch=null&id=74106/kprQvAwmsOx6+nHCPgXMK0dYS/sS0JUZPVAaJKUbFD4eDcOH8aXYpenXtv8pSjxtLa5MDOJftPtMD4Ww+GZkNiYZEXkFF/XhoDT7F8G6wlA=&cctvpasswd=null&cctvport=null
4380,4384,E900186,[국도21호선]구이대교,국가교통정보센터(국도),127.1263,35.74709,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900186&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EA%25B5%25AC%25EC%259D%25B4%25EB%258C%2580%25EA%25B5%2590&kind=Z2&cctvip=null&cctvch=null&id=9533/VimPt0MF7PTmnApCc2ciTQ4Ma3d0vlwGHchO94gzK3a9AxiM/hApU4eLK6o1xHTWiRwrVrIzatW59arfX9592pBlCktF8kbb9kNSz925SOY=&cctvpasswd=null&cctvport=null
4381,4385,E900187,[국도21호선]군산대야교차로,국가교통정보센터(국도),126.815,35.9362,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900187&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EA%25B5%25B0%25EC%2582%25B0%25EB%258C%2580%25EC%2595%25BC%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=4321/xb2sE6iugmrf3W2qVaAtcP6Efu9AjQXcaeWxT1S8cNVCkq/39wpdmqQ+Nrlgd4DhftbGVPrnKZ7mlxI7FFRzYj2cYDoq//450HBaRiALC5k=&cctvpasswd=null&cctvport=null
4382,4386,E900188,[국도21호선]김제공덕IC,국가교통정보센터(국도),126.9037,35.8866,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900188&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EA%25B9%2580%25EC%25A0%259C%25EA%25B3%25B5%25EB%258D%2595IC&kind=Z2&cctvip=null&cctvch=null&id=4320/LKLoxoS/HZ+32xqTlBGuswtNm505QLJ2bm0mbtzcNM1mL3Ov6x25TG05B64OUKRDLezrILV6mw6I9cc89p2FS2Ii/gwtTv5jTG4M60EbB2Y=&cctvpasswd=null&cctvport=null
4383,4387,E900189,[국도21호선]김제학동IC,국가교통정보센터(국도),126.9757,35.8846,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900189&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EA%25B9%2580%25EC%25A0%259C%25ED%2595%2599%25EB%258F%2599IC&kind=Z2&cctvip=null&cctvch=null&id=4319/nv6Rk19D8/qtzQY9lJiRhHPX/vIZCy8zH+F5QBPqZquX095/i8CjaKvXL6XE2fj3Jsl3XcCO/4pc0wJoBlpT/oBMz9jNeuLZ/UMw2PNkGVY=&cctvpasswd=null&cctvport=null
4384,4388,E900190,[국도21호선]도도교차로,국가교통정보센터(국도),127.023884,35.885682,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900190&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%258F%2584%25EB%258F%2584%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=9310/X4oS7sCXUSuyonV3edNhSGo7uAvucOph5ZxOa4yhEjtzrC5E4OvadM0wettRJcFF+6+e2YeTaPJLyHab91p9idYuxGEKFGimVFQbz4b0xow=&cctvpasswd=null&cctvport=null
4385,4389,E900191,[국도21호선]마산2교,국가교통정보센터(국도),126.999051,35.885399,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900191&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25A7%2588%25EC%2582%25B02%25EA%25B5%2590&kind=Z2&cctvip=null&cctvch=null&id=9534/Go2DRmCL8ozZA3FiBAreu0NsWL07Qpl2IC7Rk6/S1nga4H7cZXwoWk8gFf6dQY3bdvz+e0nH6CwKptpEAmY1nlyn/oYBkjrxE24bAqaKft0=&cctvpasswd=null&cctvport=null
4386,4390,E900192,[국도21호선]밤재1,국가교통정보센터(국도),127.031478,35.471586,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900192&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B0%25A4%25EC%259E%25AC1&kind=Z2&cctvip=null&cctvch=null&id=9313/QO5TVfq9AH62ZzI21OeHS7G4ZiV9adlzFq4Zw2d1eszpX9WvulT4gnvv0Fx1Wfq+GZXBCxmqlhBBiAKxjmTSPYnW2ckircAyLNCbctcjMsU=&cctvpasswd=null&cctvport=null
4387,4391,E900193,[국도21호선]보령관창교차로,국가교통정보센터(국도),126.58279,36.38399,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900193&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B3%25B4%25EB%25A0%25B9%25EA%25B4%2580%25EC%25B0%25BD%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=4594/SRC1T5+T4XvJjMhkPEuO3LbeFhDM4m9nkdn+RNI4jIiIbRsY0DlubUcb3JH8vdrb6IAUv/hDp/JE4cWHYzbQ9OyVghSyo8FapzVZmdyw+pw=&cctvpasswd=null&cctvport=null
4388,4376,E901142,[국도21호선]보령두룡2교차로,국가교통정보센터(국도),129.2005,35.921825,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901142&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B3%25B4%25EB%25A0%25B9%25EB%2591%2590%25EB%25A3%25A12%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=75426/AUKLd3si52ESAlyzdLE4XfTy8edHZ+Yf6nVLGphXdX5rcOkf9GfVTJqgPcrjpJfLgO0e0XCGM0/MWtEI4OoiERzCpuXtPq3YVyiF1KnyMoA=&cctvpasswd=null&cctvport=null
4389,4393,E900194,[국도21호선]보령봉당삼거리,국가교통정보센터(국도),126.58117,36.41266,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900194&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B3%25B4%25EB%25A0%25B9%25EB%25B4%2589%25EB%258B%25B9%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=Z2&cctvip=null&cctvch=null&id=4593/yGHgWdIEFaPXKq3jXZ3Zdmva32WT/XYt6CqjMdmbNAyK7elwViXqy2k7YeT9p1Ky3/kqODknwzNPld1i77MhOBI4+PU3kcSTgYq/5WfOPms=&cctvpasswd=null&cctvport=null
4390,4394,E900195,[국도21호선]보령봉황터널시점,국가교통정보센터(국도),126.61283,36.36643,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900195&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B3%25B4%25EB%25A0%25B9%25EB%25B4%2589%25ED%2599%25A9%25ED%2584%25B0%25EB%2584%2590%25EC%258B%259C%25EC%25A0%2590&kind=Z2&cctvip=null&cctvch=null&id=4107/q6AjhxqC92TweUXUkt4u9IOockLTIhZRw6pluyOuzxuKKf4EpX5JmzLZZpz1jLAbpd9D0G8cGcT3R6sTvO02WIgfbBA3yzLo9MwDkjizTXQ=&cctvpasswd=null&cctvport=null
4391,4395,E900196,[국도21호선]보령봉황터널종점,국가교통정보센터(국도),126.59544,36.37853,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900196&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B3%25B4%25EB%25A0%25B9%25EB%25B4%2589%25ED%2599%25A9%25ED%2584%25B0%25EB%2584%2590%25EC%25A2%2585%25EC%25A0%2590&kind=Z2&cctvip=null&cctvch=null&id=4108/JP7HxijJlHRNZ4zckkb53lgGAyICaAUyKKfia9BUcD0o6kWF8t56kS1LmUW+aUI3pzXCHupUj0FuaaUDmWNk3JUysVyXlx0QV1dKhOqKFLE=&cctvpasswd=null&cctvport=null
4392,4377,E901143,[국도21호선]보령상야마을입구,국가교통정보센터(국도),129.29959,35.95008,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901143&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B3%25B4%25EB%25A0%25B9%25EC%2583%2581%25EC%2595%25BC%25EB%25A7%2588%25EC%259D%2584%25EC%259E%2585%25EA%25B5%25AC&kind=Z2&cctvip=null&cctvch=null&id=75422/CkAoA6KOqVB3aYS2fMBbG7WrEZ7y/HMvIL300PFSFTyGU1W+uH/BMBcwBP+xidCS5KkjYJKLTjsr+RsVGbkNPeTl9b4dpxVwe1MRv3HJUGM=&cctvpasswd=null&cctvport=null
4393,4378,E901144,[국도21호선]보령신구교,국가교통정보센터(국도),129.3474,35.96888,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901144&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B3%25B4%25EB%25A0%25B9%25EC%258B%25A0%25EA%25B5%25AC%25EA%25B5%2590&kind=Z2&cctvip=null&cctvch=null&id=75421/xb17PwTFaUXhNVdJpGnsJNWvRt9VIG3SgzN20Wsi+4lhpSMk1HXfhj4WnCzaz7asIzllxp0JuL8GXXXEWYbC6tr+sAwwlHzDP6lwCx4hKt8=&cctvpasswd=null&cctvport=null
4394,4379,E901145,[국도21호선]보령연암마을입구삼거리,국가교통정보센터(국도),129.17061,35.89141,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901145&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B3%25B4%25EB%25A0%25B9%25EC%2597%25B0%25EC%2595%2594%25EB%25A7%2588%25EC%259D%2584%25EC%259E%2585%25EA%25B5%25AC%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=Z2&cctvip=null&cctvch=null&id=75424/Mud4PWnEeifsDZ1hy7OM4gXryUU//3MnW5F3RPGq+OA7r+MFUDRO+2n4W4CIGkx6lXG6azB0h9p65q4jR5+4JHX/PJvyEQocw2H7axyCkqs=&cctvpasswd=null&cctvport=null
4395,4380,E901146,[국도21호선]보령용제저수지,국가교통정보센터(국도),127.0384,36.77322,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901146&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B3%25B4%25EB%25A0%25B9%25EC%259A%25A9%25EC%25A0%259C%25EC%25A0%2580%25EC%2588%2598%25EC%25A7%2580&kind=Z2&cctvip=null&cctvch=null&id=75423/F8qx3bom935/inTdetYQ0mnaIryQXmKhZSwm89P7/vHfsTZtwJiGoGghjbApGUDQoE8bm/4A1sqP9LuSFFfsFM3uDODmcr8jhWo06tcqDFM=&cctvpasswd=null&cctvport=null
4396,4383,E901147,[국도21호선]보령웅천교삼거리,국가교통정보센터(국도),127.04344,35.466568,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901147&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B3%25B4%25EB%25A0%25B9%25EC%259B%2585%25EC%25B2%259C%25EA%25B5%2590%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=Z2&cctvip=null&cctvch=null&id=75425/B1xJjbDciaIHZDL+EMePQic4f0T7z6dYbjYNDozFK7jH8gT+usy9XS8Z1aB6fTMqXSQeSntKcKwW8I652KUkeQdFbY3Jhtgiv6SPBY6x2mA=&cctvpasswd=null&cctvport=null
4397,4401,E900197,[국도21호선]보령죽림삼거리,국가교통정보센터(국도),126.61389,36.47736,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900197&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B3%25B4%25EB%25A0%25B9%25EC%25A3%25BD%25EB%25A6%25BC%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=Z2&cctvip=null&cctvch=null&id=4591/biMxueNZ1NMwbICINFQGCHoAcqDz39CEs6XowW7nixcv9G68hiEXOHkhjo8HcMByIKu1LcrdkaPcuw3klZ2toJj0vQVKpiBSMtkAlbOwKSI=&cctvpasswd=null&cctvport=null
4398,4402,E900198,[국도21호선]보령진죽사거리,국가교통정보센터(국도),126.5938,36.45435,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900198&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B3%25B4%25EB%25A0%25B9%25EC%25A7%2584%25EC%25A3%25BD%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC&kind=Z2&cctvip=null&cctvch=null&id=4590/wrnfuFHRHpvLGQ8WFdwB0RFG9x05pTmbQSqx17yGd/ebXdQAyrXjgFrNEN6jzwmCbnB5XWwkGsr0ThHDhMXe0TJTB8wC3qQT5LJflG067wQ=&cctvpasswd=null&cctvport=null
4399,4403,E900199,[국도21호선]보령청소교차로,국가교통정보센터(국도),126.5854583,36.4393333,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900199&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B3%25B4%25EB%25A0%25B9%25EC%25B2%25AD%25EC%2586%258C%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=4856//s4Qtt1ooyaAeoFAUMpg+WoBYXWDKV8moWg1nlOT17e46VqwXiUVTKQ7YV/+DRNHHr/g5Vxkn9uuECYbthdRMr6oCvhg/C9SRCKNMbKb6nM=&cctvpasswd=null&cctvport=null
4400,4392,E901148,[국도21호선]보령충혼탑교차로,국가교통정보센터(국도),126.587265,36.25372,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901148&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B3%25B4%25EB%25A0%25B9%25EC%25B6%25A9%25ED%2598%25BC%25ED%2583%2591%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=75427/ByMlPKr9+Xf56kRpngrJToT7GIFNu8kZ60LhuyQTP4NQf+cXFgt4yjuG1gv9z62ryEFGUf/mUL63Fgqxl/iaAigYHA4T7vNmirK5BXXz+qQ=&cctvpasswd=null&cctvport=null
4401,4405,E900200,[국도21호선]복2교,국가교통정보센터(국도),126.836448,35.934151,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900200&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EB%25B3%25B52%25EA%25B5%2590&kind=Z2&cctvip=null&cctvch=null&id=9536/2cV6Rfjb+Jo7zwfwiO9WGE8mIRMgHaGNav9Y48s7PaDlg9fNIk/VKqBQMc1UO9dD3kucM8OlVaONXrMSQkA+t6/+fORqZyOOD9mx5xzzmbk=&cctvpasswd=null&cctvport=null
4402,4396,E901149,[국도21호선]서천다사교차로,국가교통정보센터(국도),126.62073,36.191307,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901149&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%2584%259C%25EC%25B2%259C%25EB%258B%25A4%25EC%2582%25AC%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=75464/b1P31bvShRI2vQ2738hNjYhcezQTDgTX+1FA+lIJSoKGqwWkJuWCzMYkyJVGCavBbl2i5mKo+JE3c0aG2JahPQV1e6bJ38syKoJw92zkBm4=&cctvpasswd=null&cctvport=null
4403,4397,E901150,[국도21호선]서천선도교차로,국가교통정보센터(국도),126.61373,36.17434,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901150&cctvName=%255B%25EA%25B5%25AD%25EB%258F%258421%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%2584%259C%25EC%25B2%259C%25EC%2584%25A0%25EB%258F%2584%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=75419/CuHoIh0BVEq57wlhQCtOsGSH2VeyujC8twSHWcDcQHlSkCzqndi/xGngBZQ8psDe4ZPim5QlbKx7ir/NlmmgC2Fz8WaafooRcGHClqaAeqc=&cctvpasswd=null&cctvport=null
